24,10.38209025,12.6707633,15.59648294
24.5,10.4414422,12.74154396,15.68840631
25.5,10.55847309,12.88102276,15.87169941
26.5,10.67380261,13.01842382,16.05514188
27.5,10.78798157,13.1544966,16.23967114
28.5,10.90147346,13.28989667,16.42608957
29.5,11.01466395,13.42519408,16.61507584
30.5,11.12786972,13.56088113,16.80719583
31.5,11.24134752,13.69737858,17.00291386
32.5,11.3552982,13.83504622,17.2025984
33.5,11.46987889,13.97418299,17.40653734
34.5,11.58520959,14.1150324,17.61494698
35.5,11.70137143,14.25779618,17.8279717
36.5,11.81842214,14.40262749,18.04570363
37.5,11.93639129,14.54964614,18.26817893
38.5,12.05529277,14.69893326,18.49539445
39.5,12.17512305,14.85054151,18.72730763
40.5,12.29587074,15.00449143,18.96385009
41.5,12.41751102,15.16078454,19.20492292
42.5,12.54001161,15.31940246,19.45040584
43.5,12.66334091,15.48030313,19.70016918
44.5,12.78746137,15.64343309,19.95406774
45.5,12.91233523,15.80872535,20.21194963
46.5,13.03792328,15.97610456,20.47365655
47.5,13.16419231,16.14548194,20.73903469
48.5,13.29110715,16.31676727,21.00792648
49.5,13.41863676,16.4898646,21.28017953
50.5,13.54675344,16.66467529,21.55564717
51.5,13.67543322,16.84109948,21.83419011
52.5,13.8046561,17.01903746,22.11567799
53.5,13.93440617,17.1983908,22.39999059
54.5,14.06467165,17.37906341,22.68701888
55.5,14.19544485,17.56096245,22.97666583
56.5,14.3267205,17.74400082,23.26884512
57.5,14.45850147,17.92809121,23.56348925
58.5,14.59079005,18.11315625,23.86053886
59.5,14.7235931,18.29912286,24.15995003
60.5,14.85692044,18.48592413,24.46169255
61.5,14.99078448,18.67349965,24.76574995
62.5,15.12519986,18.86179576,25.07211926
63.5,15.26018306,19.05076579,25.38081076
64.5,15.39575201,19.24037019,25.69184758
65.5,15.53192567,19.43057662,26.00526525
66.5,15.66872366,19.62136007,26.32111112
67.5,15.80616582,19.8127028,26.63944376
68.5,15.94427185,20.0045944,26.96033222
69.5,16.08306098,20.19703171,27.28385531
70.5,16.22255158,20.39001872,27.6101008
71.5,16.36275897,20.58356862,27.93916194
72.5,16.50370229,20.77769565,28.27114631
73.5,16.64539409,20.97242631,28.60616106
74.5,16.78784656,21.16779192,28.94432077
75.5,16.93106986,21.36383013,29.2857444
76.5,17.07507197,21.56058467,29.63055429
77.5,17.21985864,21.75810506,29.97887524
78.5,17.36543339,21.95644627,30.33083356
79.5,17.51179749,22.15566842,30.68655618
80.5,17.65894807,22.35583862,31.04616685
81.5,17.80688538,22.55702268,31.40979543
82.5,17.95560314,22.75929558,31.77756321
83.5,18.10509471,22.9627344,32.14959054
84.5,18.25535252,23.16741888,32.52599493
85.5,18.4063661,23.37343341,32.90688716
86.5,18.55812709,23.58086145,33.29237745
87.5,18.71062426,23.78979096,33.68256717
88.5,18.86384686,24.00031064,34.07755271
89.5,19.01778428,24.21251028,34.47742403
90.5,19.17242647,24.42648043,34.88226421
91.5,19.32776424,24.642312,35.2921491
92.5,19.48378967,24.86009596,35.707147
93.5,19.64049642,25.07992303,36.12731836
94.5,19.79787788,25.30188584,36.55271218
95.5,19.95593574,25.52606977,36.98337837
96.5,20.1146687,25.75256528,37.41934991
97.5,20.27408001,25.9814599,37.86065382
98.5,20.43417606,26.2128399,38.30730842
99.5,20.59496663,26.44679027,38.75932329
100.5,20.75646502,26.68339457,39.21669915
101.5,20.91868832,26.92273494,39.67942783
102.5,21.08165758,27.16489199,40.14749235
103.5,21.24539741,27.40994539,40.62086606
104.5,21.40993987,27.65796978,41.09951874
105.5,21.57531575,27.90904433,41.58340237
106.5,21.74156399,28.16324264,42.07246636
