24;79.91084447
24.5;80.26037074
25.5;81.0052937
26.5;81.7341574
27.5;82.44845648
28.5;83.14944982
29.5;83.83819399
30.5;84.51558277
31.5;85.18238019
32.5;85.83925011
33.5;86.48678276
34.5;87.12551862
35.5;87.75596799
36.5;88.37863651
37.5;88.93297086
38.5;89.47916294
39.5;90.01765704
40.5;90.54890623
41.5;91.07337426
42.5;91.59152368
43.5;92.10382052
44.5;92.6107295
45.5;93.11271174
46.5;93.61022262
47.5;94.10370972
48.5;94.59361093
49.5;95.08035263
50.5;95.56434805
51.5;96.04599748
52.5;96.52567713
53.5;97.00375833
54.5;97.48058355
55.5;97.95647862
56.5;98.43174768
57.5;98.90667254
58.5;99.3815118
59.5;99.85650001
60.5;100.331847
61.5;100.8077371
62.5;101.2843288
63.5;101.7617545
64.5;102.2401199
65.5;102.719504
66.5;103.1999595
67.5;103.6815122
68.5;104.164162
69.5;104.6478827
70.5;105.1326221
71.5;105.6183068
72.5;106.1048359
73.5;106.592087
74.5;107.0799166
75.5;107.5681606
76.5;108.0566359
77.5;108.5451423
78.5;109.0334636
79.5;109.5213695
80.5;110.0086174
81.5;110.4949545
82.5;110.9801192
83.5;111.4638437
84.5;111.9458554
85.5;112.4258796
86.5;112.9036412
87.5;113.3788664
88.5;113.8512827
89.5;114.3206308
90.5;114.7866522
91.5;115.2491001
92.5;115.7077388
93.5;116.1623461
94.5;116.6127146
95.5;117.0586529
96.5;117.4999879
97.5;117.9365657
98.5;118.3682526
99.5;118.794937
100.5;119.2165297
101.5;119.6329654
102.5;120.0442031
103.5;120.450227
104.5;120.8510473
105.5;121.2467001
106.5;121.6372483
107.5;122.0227817
108.5;122.4034171
109.5;122.7792983
110.5;123.1505962
111.5;123.5175084
112.5;123.8802592
113.5;124.2390993
114.5;124.5943049
115.5;124.9461775
116.5;125.2950434
117.5;125.6412524
118.5;125.9851773
119.5;126.3272131
120.5;126.6677753
121.5;127.0072991
122.5;127.3462381
123.5;127.6850624
124.5;128.0242572
125.5;128.3643208
126.5;128.7057627
127.5;129.0491015
128.5;129.394862
129.5;129.7435732
130.5;130.095765
131.5;130.4519655
132.5;130.8126976
133.5;131.1784756
134.5;131.5498015
135.5;131.9271616
136.5;132.311022
137.5;132.7018251
138.5;133.0999854
139.5;133.5058853
140.5;133.9198714
141.5;134.34225
142.5;134.773284
143.5;135.2131887
144.5;135.6621289
145.5;136.1202156
146.5;136.5875035
147.5;137.0639883
148.5;137.5496052
149.5;138.0442266
150.5;138.5476617
151.5;139.0596548
152.5;139.5798855
153.5;140.1079685
154.5;140.6434536
155.5;141.1858268
156.5;141.7345116
157.5;142.2888712
158.5;142.8482077
159.5;143.4117718
160.5;143.9787585
161.5;144.5483179
162.5;145.1195552
163.5;145.6915401
164.5;146.2633119
165.5;146.8338868
166.5;147.4022657
167.5;147.9674393
168.5;148.5284089
169.5;149.0841789
170.5;149.6337753
171.5;150.1762526
172.5;150.7107013
173.5;151.2362566
174.5;151.7521046
175.5;152.2574887
176.5;152.7517151
177.5;153.2341567
178.5;153.7042563
179.5;154.1615288
180.5;154.6055622
181.5;155.0360175
182.5;155.452628
183.5;155.8551976
184.5;156.243598
185.5;156.6177662
186.5;156.9777005
187.5;157.3234565
188.5;157.6551432
189.5;157.9729166
190.5;158.2769793
191.5;158.5675712
192.5;158.8449655
193.5;159.1094689
194.5;159.3614112
195.5;159.6011441
196.5;159.8290369
197.5;160.0454725
198.5;160.2508441
199.5;160.4455519
200.5;160.6300005
201.5;160.8045956
202.5;160.9697424
203.5;161.1258433
204.5;161.2732955
205.5;161.4124903
206.5;161.5438112
207.5;161.6676329
208.5;161.7843202
209.5;161.8942273
210.5;161.9976976
211.5;162.0950624
212.5;162.1866414
213.5;162.272742
214.5;162.3536592
215.5;162.429676
216.5;162.501063
217.5;162.5680787
218.5;162.6309697
219.5;162.689971
220.5;162.7453061
221.5;162.7971876
222.5;162.8458172
223.5;162.8913862
224.5;162.9340759
225.5;162.9740581
226.5;163.0114951
227.5;163.0465405
228.5;163.0793392
229.5;163.1100283
230.5;163.1387368
231.5;163.1655866
232.5;163.1906925
233.5;163.2141625
234.5;163.2360985
235.5;163.2565964
236.5;163.2757461
237.5;163.2936325
238.5;163.3103353
239.5;163.3259293
240;163.3333326
24;78.43754166
24.5;78.82133263
25.5;79.60197647
26.5;80.37554759
27.5;81.1356973
28.5;81.87746051
29.5;82.59711819
30.5;83.29206184
31.5;83.96065415
32.5;84.60209562
33.5;85.21630353
34.5;85.80378996
35.5;86.36557262
36.5;86.90307328
37.5;87.43482018
38.5;87.95945137
39.5;88.47849954
40.5;88.99330218
41.5;89.50502066
42.5;90.01465759
43.5;90.52307278
44.5;91.03099757
45.5;91.5390479
46.5;92.04773605
47.5;92.55748123
48.5;93.06861913
49.5;93.58141046
50.5;94.09604867
51.5;94.61266684
52.5;95.13134395
53.5;95.65211042
54.5;96.17495324
55.5;96.69982047
56.5;97.2266254
57.5;97.75525036
58.5;98.28555005
59.5;98.81735475
60.5;99.35047319
61.5;99.88469514
62.5;100.4197939
63.5;100.9555286
64.5;101.4916463
65.5;102.0278838
66.5;102.5639698
67.5;103.0996264
68.5;103.6345709
69.5;104.1685175
70.5;104.7011761
71.5;105.2322625
72.5;105.7614857
73.5;106.2885612
74.5;106.8132066
75.5;107.3351443
76.5;107.8541019
77.5;108.3698135
78.5;108.8820206
79.5;109.3904733
80.5;109.8949308
81.5;110.3951624
82.5;110.890948
83.5;111.3820796
84.5;111.868361
85.5;112.3496093
86.5;112.825655
87.5;113.2963432
88.5;113.7615336
89.5;114.2211014
90.5;114.674938
91.5;115.1229513
92.5;115.5650666
93.5;116.001227
94.5;116.4313942
95.5;116.8555488
96.5;117.2736916
97.5;117.6858437
98.5;118.092048
99.5;118.4923693
100.5;118.8868959
101.5;119.2757403
102.5;119.6590402
103.5;120.0369603
104.5;120.4096928
105.5;120.7774598
106.5;121.140514
107.5;121.4991408
108.5;121.8536605
109.5;122.2044292
110.5;122.551842
111.5;122.8963342
112.5;123.2383839
113.5;123.5785142
114.5;123.9172948
115.5;124.2553446
116.5;124.5933332
117.5;124.9319822
118.5;125.2720662
119.5;125.6144133
120.5;125.9599043
121.5;126.3094709
122.5;126.6640931
123.5;127.0247941
124.5;127.3926332
125.5;127.7686986
126.5;128.1540923
127.5;128.5499184
128.5;128.9572634
129.5;129.3771753
130.5;129.8106385
131.5;130.2585454
132.5;130.7216652
133.5;131.2006102
134.5;131.6958014
135.5;132.2074327
136.5;132.7354383
137.5;133.2794613
138.5;133.8388331
139.5;134.4125492
140.5;134.9992687
141.5;135.5973139
142.5;136.2046931
143.5;136.8191174
144.5;137.4380555
145.5;138.0587804
146.5;138.6784334
147.5;139.2940935
148.5;139.902849
149.5;140.5018697
150.5;141.0884738
151.5;141.6601883
152.5;142.2147984
153.5;142.7503859
154.5;143.2653544
155.5;143.7584411
156.5;144.2287179
157.5;144.6755805
158.5;145.0987292
159.5;145.4981426
160.5;145.8740473
161.5;146.2268836
162.5;146.5572714
163.5;146.8659759
164.5;147.1538752
165.5;147.4219304
166.5;147.6711585
167.5;147.902609
168.5;148.1173446
169.5;148.3164186
170.5;148.5008727
171.5;148.6717163
172.5;148.8299213
173.5;148.976416
174.5;149.1120814
175.5;149.2377485
176.5;149.3541954
177.5;149.4621532
178.5;149.5622993
179.5;149.6552628
180.5;149.7416255
181.5;149.8219242
182.5;149.8966533
183.5;149.9662668
184.5;150.0311812
185.5;150.0917784
186.5;150.1484074
187.5;150.2013879
188.5;150.2510113
189.5;150.2975443
190.5;150.3412298
191.5;150.3822898
192.5;150.4209266
193.5;150.4573249
194.5;150.4916531
195.5;150.524065
196.5;150.5547008
197.5;150.5836887
198.5;150.6111457
199.5;150.6371789
200.5;150.661886
201.5;150.6853568
202.5;150.7076733
203.5;150.7289106
204.5;150.749138
205.5;150.7684187
206.5;150.7868111
207.5;150.8043689
208.5;150.8211416
209.5;150.8371748
210.5;150.8525106
211.5;150.8671882
212.5;150.8812435
213.5;150.8947102
214.5;150.9076191
215.5;150.9199994
216.5;150.9318778
217.5;150.9432795
218.5;150.9542279
219.5;150.9647448
220.5;150.9748507
221.5;150.9845649
222.5;150.9939053
223.5;151.0028889
224.5;151.0115315
225.5;151.0198482
226.5;151.0278532
227.5;151.0355596
228.5;151.0429803
229.5;151.0501271
230.5;151.0570114
231.5;151.0636438
232.5;151.0700346
233.5;151.0761934
234.5;151.0821295
235.5;151.0878515
236.5;151.0933679
237.5;151.0986866
238.5;151.1038152
