24,79.91084447,86.45220101,93.02265441
24.5,80.26037074,86.86160934,93.45923029
25.5,81.0052937,87.65247282,94.38278047
26.5,81.7341574,88.42326434,95.27761711
27.5,82.44845648,89.17549228,96.14511823
28.5,83.14944982,89.91040853,96.98662531
29.5,83.83819399,90.62907762,97.8034532
30.5,84.51558277,91.33242379,98.59690538
31.5,85.18238019,92.02127167,99.36828331
32.5,85.83925011,92.69637946,100.1188932
33.5,86.48678276,93.35846546,100.8500508
34.5,87.12551862,94.00822923,101.5630853
35.5,87.75596799,94.64636981,102.2593402
36.5,88.37863651,95.27359106,102.940182
37.5,88.93297086,95.91474929,103.5982668
38.5,89.47916294,96.54734328,104.2502776
39.5,90.01765704,97.17191309,104.8967054
40.5,90.54890623,97.78897727,105.5380208
41.5,91.07337426,98.3990283,106.1746779
42.5,91.59152368,99.00254338,106.8071048
43.5,92.10382052,99.599977,107.4357106
44.5,92.6107295,100.191764,108.0608826
45.5,93.11271174,100.7783198,108.6829866
46.5,93.61022262,101.3600411,109.3023669
47.5,94.10370972,101.9373058,109.9193463
48.5,94.59361093,102.5104735,110.5342263
49.5,95.08035263,103.0798852,111.1472879
50.5,95.56434805,103.645864,111.7587911
51.5,96.04599748,104.208713,112.3689778
52.5,96.52567713,104.7687256,112.9780622
53.5,97.00375833,105.3261638,113.5862516
54.5,97.48058355,105.8812823,114.1937245
55.5,97.95647862,106.4343146,114.800644
56.5,98.43174768,106.9854769,115.4071549
57.5,98.90667254,107.534968,116.0133837
58.5,99.3815118,108.0829695,116.6194398
59.5,99.85650001,108.6296457,117.2254154
60.5,100.331847,109.1751441,117.831386
61.5,100.8077371,109.7195954,118.4374113
62.5,101.2843288,110.2631136,119.0435349
63.5,101.7617545,110.8057967,119.6497853
64.5,102.2401199,111.3477265,120.2561762
65.5,102.719504,111.8889694,120.8627069
66.5,103.1999595,112.4295761,121.4693629
67.5,103.6815122,112.9695827,122.0761162
68.5,104.164162,113.5090108,122.682926
69.5,104.6478827,114.0478678,123.2897392
70.5,105.1326221,114.5861486,123.8964899
71.5,105.6183068,115.1238315,124.5031042
72.5,106.1048359,115.6608862,125.1094938
73.5,106.592087,116.1972691,125.7155618
74.5,107.0799166,116.732925,126.3212019
75.5,107.5681606,117.2677879,126.926299
76.5,108.0566359,117.8017819,127.5307299
77.5,108.5451423,118.3348215,128.134364
78.5,109.0334636,118.8668123,128.737064
79.5,109.5213695,119.397652,129.3386866
80.5,110.0086174,119.9272309,129.9390834
81.5,110.4949545,120.455433,130.5381015
82.5,110.9801192,120.9821362,131.1355844
83.5,111.4638437,121.5072136,131.7313729
84.5,111.9458554,122.0305342,132.3253057
85.5,112.4258796,122.5519634,132.9172205
86.5,112.9036412,123.0713645,133.5069548
87.5,113.3788664,123.588599,134.0943467
88.5,113.8512827,124.1035312,134.6792321
